number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000881,Active,TRUE,1,1,12,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 213,09-03-2016 09:25,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000882,Awaiting User Info,TRUE,1,1,13,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 213,09-03-2016 09:25,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000883,Awaiting User Info,TRUE,1,1,14,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 142,09-03-2016 09:34,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000884,Awaiting User Info,TRUE,1,1,17,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 213,10-03-2016 09:26,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000885,Awaiting User Info,TRUE,1,1,18,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 135,11-03-2016 14:36,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000886,Awaiting User Info,TRUE,1,1,19,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 135,11-03-2016 14:37,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000887,Active,TRUE,1,1,20,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 135,11-03-2016 14:57,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000888,Active,TRUE,1,1,21,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 135,14-03-2016 08:10,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000889,Resolved,TRUE,1,1,22,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 135,14-03-2016 08:10,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000890,Resolved,TRUE,1,1,23,TRUE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 142,14-03-2016 08:25,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000891,Closed,FALSE,1,1,26,FALSE,Caller 781,Opened by  240,29-02-2016 14:06,Created by 108,29-02-2016 14:14,Updated by 908,24-03-2016 18:50,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 53,14-03-2016 08:25,24-03-2016 18:50
INC0000892,New,TRUE,0,0,0,TRUE,Caller 378,Opened by  221,29-02-2016 14:09,Created by 98,29-02-2016 14:15,Updated by 429,29-02-2016 14:15,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:33,09-03-2016 10:00
INC0000893,Awaiting User Info,TRUE,0,0,1,TRUE,Caller 378,Opened by  221,29-02-2016 14:09,Created by 98,29-02-2016 14:15,Updated by 241,01-03-2016 16:37,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:33,09-03-2016 10:00
INC0000894,Awaiting User Info,TRUE,0,0,2,TRUE,Caller 378,Opened by  221,29-02-2016 14:09,Created by 98,29-02-2016 14:15,Updated by 241,02-03-2016 16:33,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:33,09-03-2016 10:00
INC0000895,Resolved,TRUE,0,0,3,TRUE,Caller 378,Opened by  221,29-02-2016 14:09,Created by 98,29-02-2016 14:15,Updated by 241,04-03-2016 09:33,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:33,09-03-2016 10:00
INC0000896,Closed,FALSE,0,0,4,FALSE,Caller 378,Opened by  221,29-02-2016 14:09,Created by 98,29-02-2016 14:15,Updated by 908,09-03-2016 10:00,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:33,09-03-2016 10:00
INC0000897,New,TRUE,0,0,0,TRUE,Caller 378,Opened by  221,29-02-2016 14:15,Created by 98,29-02-2016 14:17,Updated by 429,29-02-2016 14:17,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:34,09-03-2016 10:00
INC0000898,New,TRUE,0,0,1,TRUE,Caller 378,Opened by  221,29-02-2016 14:15,Created by 98,29-02-2016 14:17,Updated by 241,01-03-2016 16:35,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:34,09-03-2016 10:00
INC0000899,Awaiting User Info,TRUE,0,0,2,TRUE,Caller 378,Opened by  221,29-02-2016 14:15,Created by 98,29-02-2016 14:17,Updated by 241,01-03-2016 16:35,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:34,09-03-2016 10:00
INC0000900,Awaiting User Info,TRUE,0,0,3,TRUE,Caller 378,Opened by  221,29-02-2016 14:15,Created by 98,29-02-2016 14:17,Updated by 241,02-03-2016 16:34,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:34,09-03-2016 10:00
INC0000901,Resolved,TRUE,0,0,4,TRUE,Caller 378,Opened by  221,29-02-2016 14:15,Created by 98,29-02-2016 14:17,Updated by 241,04-03-2016 09:34,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:34,09-03-2016 10:00
INC0000902,Closed,FALSE,0,0,5,FALSE,Caller 378,Opened by  221,29-02-2016 14:15,Created by 98,29-02-2016 14:17,Updated by 908,09-03-2016 10:00,Phone,Location 93,Category 13,Subcategory 302,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 4,Resolved by 62,04-03-2016 09:34,09-03-2016 10:00
INC0000903,Active,TRUE,0,0,0,TRUE,Caller 5051,Opened by  433,29-02-2016 14:16,?,?,Updated by 908,29-02-2016 14:16,Phone,Location 204,Category 53,Subcategory 113,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000904,Awaiting User Info,TRUE,0,0,1,TRUE,Caller 5051,Opened by  433,29-02-2016 14:16,?,?,Updated by 804,29-02-2016 14:43,Phone,Location 204,Category 53,Subcategory 113,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000905,Awaiting User Info,TRUE,0,0,91,TRUE,Caller 5051,Opened by  433,29-02-2016 14:16,?,?,Updated by 70,25-11-2016 07:52,Phone,Location 204,Category 53,Subcategory 113,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 18,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000906,Resolved,TRUE,0,0,92,TRUE,Caller 5051,Opened by  433,29-02-2016 14:16,?,?,Updated by 70,25-11-2016 08:07,Phone,Location 204,Category 53,Subcategory 113,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 18,FALSE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000907,Closed,FALSE,0,0,93,FALSE,Caller 5051,Opened by  433,29-02-2016 14:16,?,?,Updated by 908,30-11-2016 08:10,Phone,Location 204,Category 53,Subcategory 113,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 18,FALSE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 16,25-11-2016 08:07,30-11-2016 08:10
INC0000908,New,TRUE,0,0,0,TRUE,Caller 378,Opened by  221,29-02-2016 14:22,Created by 98,29-02-2016 14:24,Updated by 429,29-02-2016 14:24,Phone,Location 93,Category 42,Subcategory 106,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 67,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 195,01-03-2016 11:35,06-03-2016 12:00
INC0000909,New,TRUE,1,0,1,TRUE,Caller 378,Opened by  221,29-02-2016 14:22,Created by 98,29-02-2016 14:24,Updated by 798,29-02-2016 14:45,Phone,Location 93,Category 45,Subcategory 29,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 195,01-03-2016 11:35,06-03-2016 12:00
INC0000910,New,TRUE,1,0,2,TRUE,Caller 378,Opened by  221,29-02-2016 14:22,Created by 98,29-02-2016 14:24,Updated by 429,29-02-2016 15:52,Phone,Location 93,Category 45,Subcategory 29,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 195,01-03-2016 11:35,06-03-2016 12:00
INC0000911,New,TRUE,1,0,3,TRUE,Caller 378,Opened by  221,29-02-2016 14:22,Created by 98,29-02-2016 14:24,Updated by 860,01-03-2016 11:28,Phone,Location 93,Category 45,Subcategory 29,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 195,01-03-2016 11:35,06-03-2016 12:00
INC0000912,New,TRUE,1,0,4,TRUE,Caller 378,Opened by  221,29-02-2016 14:22,Created by 98,29-02-2016 14:24,Updated by 860,01-03-2016 11:34,Phone,Location 93,Category 45,Subcategory 29,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 195,01-03-2016 11:35,06-03-2016 12:00
INC0000913,Resolved,TRUE,1,0,5,TRUE,Caller 378,Opened by  221,29-02-2016 14:22,Created by 98,29-02-2016 14:24,Updated by 860,01-03-2016 11:35,Phone,Location 93,Category 45,Subcategory 29,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 195,01-03-2016 11:35,06-03-2016 12:00
INC0000914,Closed,FALSE,1,0,6,TRUE,Caller 378,Opened by  221,29-02-2016 14:22,Created by 98,29-02-2016 14:24,Updated by 908,06-03-2016 12:00,Phone,Location 93,Category 45,Subcategory 29,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 195,01-03-2016 11:35,06-03-2016 12:00
INC0000915,New,TRUE,0,0,0,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 129,29-02-2016 14:36,Phone,Location 93,Category 20,Subcategory 103,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000916,Active,TRUE,0,0,1,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 111,29-02-2016 23:08,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000917,Active,TRUE,1,0,2,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 750,02-03-2016 14:01,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000918,Active,TRUE,1,0,3,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 833,03-03-2016 08:24,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 31,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000919,Active,TRUE,1,0,4,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 833,03-03-2016 08:47,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000920,Awaiting User Info,TRUE,1,0,5,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 833,04-03-2016 15:11,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000921,Awaiting User Info,TRUE,1,0,7,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 241,10-03-2016 10:40,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 215,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000922,Awaiting User Info,TRUE,2,0,8,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 241,10-03-2016 10:40,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000923,Resolved,TRUE,2,0,13,TRUE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 135,22-03-2016 12:57,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,FALSE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000924,Closed,FALSE,2,0,14,FALSE,Caller 4598,Opened by  55,29-02-2016 14:23,Created by 30,29-02-2016 14:36,Updated by 908,27-03-2016 12:59,Phone,Location 93,Category 35,Subcategory 28,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,FALSE,TRUE,Do Not Notify,?,?,?,?,code 6,Resolved by 30,22-03-2016 12:57,27-03-2016 12:59
INC0000925,Active,TRUE,0,0,0,TRUE,Caller 3479,Opened by  325,29-02-2016 14:23,Created by 140,29-02-2016 14:51,Updated by 614,29-02-2016 14:51,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000926,Active,TRUE,0,0,1,TRUE,Caller 3479,Opened by  325,29-02-2016 14:23,Created by 140,29-02-2016 14:51,Updated by 614,29-02-2016 14:53,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000927,Awaiting Problem,TRUE,0,0,2,TRUE,Caller 3479,Opened by  325,29-02-2016 14:23,Created by 140,29-02-2016 14:51,Updated by 614,29-02-2016 14:56,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000928,Awaiting User Info,TRUE,0,0,3,TRUE,Caller 3479,Opened by  325,29-02-2016 14:23,Created by 140,29-02-2016 14:51,Updated by 614,29-02-2016 16:22,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000929,Awaiting Problem,TRUE,0,0,7,TRUE,Caller 3479,Opened by  325,29-02-2016 14:23,Created by 140,29-02-2016 14:51,Updated by 614,09-03-2016 17:15,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000930,Awaiting Problem,TRUE,0,0,8,TRUE,Caller 3479,Opened by  325,29-02-2016 14:23,Created by 140,29-02-2016 14:51,Updated by 614,10-03-2016 17:47,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000931,Resolved,TRUE,0,0,9,TRUE,Caller 3479,Opened by  325,29-02-2016 14:23,Created by 140,29-02-2016 14:51,Updated by 614,10-03-2016 17:47,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000932,Closed,FALSE,0,0,10,FALSE,Caller 3479,Opened by  325,29-02-2016 14:23,Created by 140,29-02-2016 14:51,Updated by 908,24-03-2016 18:50,Phone,Location 143,Category 53,Subcategory 109,Symptom 208,?,3 - Low,3 - Low,4 - Low,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,CHG0000127,?,?,code 7,Resolved by 143,10-03-2016 17:47,24-03-2016 18:50
INC0000933,New,TRUE,0,0,0,TRUE,Caller 378,Opened by  221,29-02-2016 14:25,Created by 98,29-02-2016 14:28,Updated by 429,29-02-2016 14:28,Phone,Location 93,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000934,Awaiting User Info,TRUE,0,0,1,TRUE,Caller 378,Opened by  221,29-02-2016 14:25,Created by 98,29-02-2016 14:28,Updated by 241,01-03-2016 16:36,Phone,Location 93,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000935,Awaiting User Info,TRUE,0,0,2,TRUE,Caller 378,Opened by  221,29-02-2016 14:25,Created by 98,29-02-2016 14:28,Updated by 241,02-03-2016 16:34,Phone,Location 93,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000936,Awaiting User Info,TRUE,0,0,3,TRUE,Caller 378,Opened by  221,29-02-2016 14:25,Created by 98,29-02-2016 14:28,Updated by 241,03-03-2016 15:08,Phone,Location 93,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000937,Resolved,TRUE,0,0,4,TRUE,Caller 378,Opened by  221,29-02-2016 14:25,Created by 98,29-02-2016 14:28,Updated by 241,03-03-2016 15:09,Phone,Location 93,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000938,Closed,FALSE,0,0,5,TRUE,Caller 378,Opened by  221,29-02-2016 14:25,Created by 98,29-02-2016 14:28,Updated by 908,08-03-2016 16:00,Phone,Location 93,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 62,03-03-2016 15:09,08-03-2016 16:00
INC0000939,New,TRUE,0,0,0,TRUE,Caller 685,Opened by  221,29-02-2016 14:28,Created by 98,29-02-2016 14:57,Updated by 429,29-02-2016 14:57,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000940,New,TRUE,0,0,1,TRUE,Caller 685,Opened by  221,29-02-2016 14:28,Created by 98,29-02-2016 14:57,Updated by 429,29-02-2016 14:59,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000941,New,TRUE,0,0,2,TRUE,Caller 685,Opened by  221,29-02-2016 14:28,Created by 98,29-02-2016 14:57,Updated by 429,29-02-2016 15:00,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000942,New,TRUE,0,0,3,TRUE,Caller 685,Opened by  221,29-02-2016 14:28,Created by 98,29-02-2016 14:57,Updated by 111,29-02-2016 18:55,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000943,Awaiting User Info,TRUE,0,0,4,TRUE,Caller 685,Opened by  221,29-02-2016 14:28,Created by 98,29-02-2016 14:57,Updated by 111,29-02-2016 20:01,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000944,Awaiting User Info,TRUE,0,0,5,TRUE,Caller 685,Opened by  221,29-02-2016 14:28,Created by 98,29-02-2016 14:57,Updated by 111,29-02-2016 20:02,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000945,Awaiting User Info,TRUE,1,0,7,TRUE,Caller 685,Opened by  221,29-02-2016 14:28,Created by 98,29-02-2016 14:57,Updated by 551,04-03-2016 12:28,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
INC0000946,Awaiting User Info,TRUE,1,0,8,TRUE,Caller 685,Opened by  221,29-02-2016 14:28,Created by 98,29-02-2016 14:57,Updated by 307,04-03-2016 14:41,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 71,04-03-2016 14:41,09-03-2016 15:00
